pernah enggak sih lo iseng nyanyi nih depan pasang enggak asal nyanyi gtu benar nyanyi te- pasang lo kesima kaget shock lalu bilang lah aku baru tau trnyta suara kamu bagus literally memang enggak pernah nyanyi pas sama pasang malu geys	fear
kepleset depan abang gojek sakit malu	fear
suka banget rambut kuaci nya aku enggak tau dapat darimana	love
pati punya seni tari angguk tak pernah ekspose seni pesisir	sadness
nyata sandi mulai waras mas gun soal radikalisme jauh lebih besar banding soal elektion lama aku bnykn mau muntah dengar statemen sandi kali oke jangan hanya pintar bikin statement ha- aksi ekse	fear
kasus via vallen sering jadi kok gue kenal orang nya enggak gue kenal orang nya sering tebar gambar ttt dm gue messenger wa lah gue laku block block orang report akun nya kelar	anger
untung saja tadi rapot sama orang tua bisa ajak sharing paham jadi aku aman soal nilai anak hehe malah sempat curcol luar rapotan gapapa lah ku butuh tenang telah kutat sop	joy
lebay banget sih masalah kygt doang sholat lo makanya makanya cerita buka sama orang njing kalo solusi kekgitu doang mah gaperlu dikasitau	anger
besok suruh ikut acara keluarga puncak badan rasa-rasanya enggak enak salah satu saudara gejala mirip covid tetap mau datang enggak mau periksa bilang ibu biar enggak usah datang eh malah suruh pakai  er double saja sana bete bgt	anger
kls tuh paling enggak suka sama bahasa gue alkwlwl kayak kasar banget beda sama dulu omong anjrt saja lngsng istighfar	love
terima kasih beli moga suka guna bawa berkah	joy
sih indy malu ubun ubun	fear
bacoot kadrun memang bangsat	anger
namun untuk tabu enggak baik laku dada aurat nya cewek sensitif nya cewek meski kecil enggak bisa laku kalo laku te- te- lamalama jadi biasa laku bakal bawa dewasa sumpah ngeri	fear
pulang pulang isi peluk sekian lama sepi penghunipulang hati lekuk asa hilang tak pulang teguk hapus dahaga atas rindu amat sangat tak cicip	sadness
rancang skenario surprise buat istri jamin istri happy banget saja happy banget kayak cocok jadi tim kreatif acara reality show unsur romantis misal program lamar kata cinta kalau kata putus enggak deh	joy
bangsat berani main sosmed	anger
lo ha- semangat nan yuk semangat yuk	joy
sabar video anime ran banyak sangat hapus	sadness
gapapaaaa gue usaha belum lebaran kapan tau dospem malah luar negeri pas tanggal tanggal sidang kering air mata	sadness
semangat isah	joy
terima kasih yoongi bikin jumpalit malam dahal sedih hush sedih pergi hush hush	sadness
momen mana kamu rasa seperti semua kamu ingin adalah ubah nyata amuk tabrak wajah bersungguh-sungguh	anger
gataww gue happy pagi keekk alir aja semangat rawr mwah lvyu	joy
kalo sosis rebus enak nugget aneh enggak sih	fear
aku memilhmu bukan aku sayang kamu bukan aku cinta kamu tetapiaku pilih kamu hati jiwa diri sendiri cinta	love
kalo enggak bisa u- anak enggak usah punya anak sih allah kasihan banget gue enggak tega anak siksa kayak gitu gue kalo punya anak bakal gue sayang banget kenapasih ha- laku keras padahal anak kan titip allah ha- jaga kalo salah kasih tau baik baik	sadness
aku rasa seperti aku tenggelam lubang hitam penuh rasa sedih	sadness
pengin jepit knl suka banget gaya dudukin top	love
aktivasi takut enggak valid	fear
untung semalem matlis enggak kecewa enggak tonton mu wkwk	joy
pagi nder semangat nder	joy
gaduh jiran sendiri nih entah lah the end of the day muka aku harihari kau tampak bengkel kau tu jangan sampah n benci sangat takut aku kau cari balik i said what i said huu	anger
segitu hepi nya bisa ketemu pacarnyanyi an enggak jelas mobil te- gandeng tangan duh begitu saja hepi mah aku enggak rasa tahun saja	joy
baik pakai kata sedia nungguin sedih banget	sadness
baca informasi bantu warga rescue team misi selamat anakanak jebak gua chiang rai thailand bikin haru tawar bantu minta banyak orang baik dunia	joy
pagi pagi deh marah marah	anger
baru minggu vegie kangen banget deh makan ayam goyeng akhir makan ayam kereta beli ayam mekdi spicy st gambir maem bareng ayang nyuapin ayang padahal enggak terlalu suka ayam gue mau mekdi doi mau enggak mau ikut makan sekarang senang gue enggak makan ayam	love
jangan cuma berani nge dm doang bukti ajak ngeroomjd bisa bukti semuanyatidak semata bualanatau halu saja	anger
aku suka begitu nder kalo habis pakai makeup aku kecewa kalo putus kotor sensasi geli gadapet	sadness
lu tau berapa gue kesel shop enggak sama sekali paket ha- cek history sama recommend for you baru liat kan enggak jelas bikin emosi pagi pagi benci banget pakai mytelkomsel enggak jelas	anger
ingat dulu smnggu belum kompre tiap malam menang te- minggu belum ukmmpd menang cemas takut enggak tau apa minder sama kawanskrng doa jawab terimakasih yesusku	joy
pasang seringkali ibarat rumah rasa nyaman sama nyaman ada rumah kamu bisa jadi apa saja kamu selalu pulang tuju	love
sedih banget onlen	sadness
hijab adalah tanda bukti kasih sayang allah swt wanita allah swt cipta wanita indah sangat sempurna semua gantung wanita mahu jaga indah allah beri hancur indah	love
turut sih lingkung tempat tinggal bully sih adek memang anak preman bapak kakak hobi mabokan antem ngeri jadi takut nyekolahin anak sekolah umum	fear
tengah baca thread seram tetiba nampak benda hitam gerak dekat tepi kepala deh lah thread cerita deh dekat bayang hitam cuak wehhh tengok belah nasib baik sarung bantal je gerak	fear
mau marah saja sekarang males	anger
bacot bangsat	anger
happy birthday taehyuni terima kasih jadi sayang moa moa bkl te- dukung tahyuni akan te- ada samping taehyunie sedih bahagia sehat te- bahagia selalu jangan lupa istirahat makan banyak we love you	love
rasa hampa hilang buat rasa seolah-olah aku tak bisa rasa bahagia	sadness
req dm telat banget kalo mau tanya wa enggak rep sama tag aku soal suka telat kalo dm	sadness
lisa moga saja kamu enggak dengar berita kalo dengar cukup kamu tau saja jangan kamu ketemu yanglek bahkan lihat sedikit jangan bakal seram banget	fear
bodoh banget deh checkout maybelline lupa pilih hadiah	anger
gue jadi takut kalo lihat akun besideperth	fear
haha benar dit jangan pasang muka judes begitu dong entar kalo lihat sama mas kan enggak enak kan suka sama kamu kaget banget cuy lho teman cakep semua kok bisa sih taksir sama remah roma kelapa kayak aing gin kan rada enggak pakai sense	fear
gagal aniv yaks sabar yaw jangan galau	sadness
ututu semangat bum aku lama maret	joy
mak gua bukti anjir mantan suka sekarang te- nama anak pakai nama aing mantan cerai sama istri te- dekat mama papa enggak mama ogah banget mama u- laki orang	love
rasa hampa hilang buat rasa jebak jurang	sadness
cuy ajg wkkwkw tolol semua rnjna paling benar memang aku cuma baca lfs aja karakter benar semua tida seperti rnjna mostly problematic toxic selfish	anger
gede begitu bisa makan anjing gede gitu mungkin bisa makan anakanak kecil bisa bilang ular kasihan tempat aman coba kalo sana ngeri	fear
alhamdulilah kabar baik pagi hari bisa jenguk dong stay safe and healthy uri jiminie	joy
yakan adeknya anjir bagaimana sih maksud lu anjir pagi jangan buat emosi bgst	anger
kalau beda dapat rasa soal wajar kalau sudut salah enggak bener kecil apa leceh tetap leceh harua hukum efek leceh bisa jangka panjang	anger
donggo ini benar pecah belah nkri tidak tindak mana bpip	anger
rumit banget jadi orang kalo enggak suka simpel keep saja sihribet banget hidup	anger
enggak sih gue malu soal pakai baju haram enggak biasa pergi pakai baju begitu	fear
baik banget baik semua orang mana cakep wajar banyak suka	love
ketika kamu cinta diri sendiri tulus kamu dapat beri cinta lebih baik orang bintang bersinar melipat tangan	love
innalillahi wa inna ilaihi rajiun kabar duka limut aceh waris sultan aceh teungku putro safiatuddin cahya nur alam kabar tinggal dunia kota mataram nusa tenggara barat ntb rabu sekira pukul wita	sadness
kalau wujud adil sosial hanya batas bangun infrastruktur cetek sekali pikir kamu ha- tau infrastruktur bangun hutang miliar dollar arti	anger
adek kok tau bangetsuka ajak jalanjalan sama member adek kebun binatang yah	love
diannnn ayangg uee semangat ajar sayaangg jaga sehat	joy
suka banget bukain dm mokondo	love
wkwkwk ingat banget sama video namjin muji tampil hobi te- pas video jungkook muji kalau hobi hari ganteng banget enggak kayak biasa malu anak i vote for at the	joy
langkah kaki datang pergi kini tak sisa air mineral botol tak sentuh bangku antri kosong tak hun lihat datang ujung koridor jalan tegap cepat mata mu sinar senyum pendar aku tahu kamu rindu begitu aku	sadness
lihat bukan sisi agama meski muslim kalo salah salah mindset sama rata semua agama sisi manusia tidak rasa manusia laknat tolol	anger
elaah serius amat blek orang pintar enggak pernah rasa pinter kalo rasa arti kurang pinter tugas ajar enggak seperti doi	anger
barca mulai negosiasi brng araujo belum sih jangan blunder bikin araujo kecewa	sadness
cinta adalah hadir bahagia orang bahkan ketika kamu sendiri sedang alami sulit wajah tersenyum dengan mata bahagia hati merah	love
tonton kecewa	sadness
ikrr haha takut betul baca semua replies dekat post	fear
sehat bahagia untuk	joy
momen mana kamu rasa seperti kamu jalan jalan sepi tak tanda-tanda hidup sekitar orang berjalan kaki simbol pria panorama kota di sore hari	sadness
pe kau benci sangat siel ngan aku	anger
makin suka sama habis tonton one spring night gua jadi banyangin kalo kehidupa asli nya junghaein memang romantis sayang banget sama pasang	love
alhamdulillah kabar baik pagi hari moga hellothis is bighit music bawa kabar baik	joy
enggak kokemang sedih kalo benar ener rasai posisi pram orang niskala	sadness
yuuta t     t semangat senda	joy
aku malu aku hanya duduk diam pangku angan kini sabda sering ngiang aku mati angan angan tak mampu diri balut gelisah aku tak daya ada kini seok seok laut laut rindu mu aku rindu	sadness
punya anak kecil demen omong begini dikit-dikit ngeyel dikit-dikit dikomentarin kalo belum puas tanya te-sss mamah jawab mamah enggak tau dek mamah baca buku dulu	anger
pulang kerja jalan gi makan jalan obrol ketawa tawa pulang malam pilih buat nongkrong parkir pom bensin samping sency lanjut obrol ketawa tawa staring at each other lalu cium kening lalu pamit pulang sungguh bahagia sangat sederhana	joy
iya juwi emosi nih gue pagi	anger
aquarius enggak pintar bohong the point banget kadang the point suka bikin sakit hati jadi takut ketemu	fear
ah gue suka banget film cuman sedih ending nya begitu aja haha mau nya kudu happy ending lol	love
suatu kalo aku noleh belakang ingat masa sekarang aku bakal senyum bilang dalem hati aku enggak hilang apa hilang orang paling sayang sama	joy
ha- perintah layan rakyat tugas buat rakyat sejahtera kok malah aaaahhh sudah biar allaah swt akan beri azab sebentar syaa allaah swt	anger
akhir lu jadi bingung sama asa lu sama pola pikir lu terlalu takut maju menung diam overthinking tiap malam masuk dunia virtual jadi nyaman aman tentram enggak mau keluar mau tetap sana sama orang-orang bisa erti lu	sadness
kamu raih impi lama kamu kejar asa gembira tak ganti bintang bersinar pusing	joy
buat rakyat tidak percaya kuasa sering bohong pimpin larang rakyat laku sendiri laku terlalu vulgar tonton bodoh mengaggp rakyat semua bodoh	anger
sepi enggak sih kok belum ysd lewat	sadness
semangat anggun aku hari pulang jam sore mana bimbel kali minggu	joy
rlt im not ready for tomorrow aku cuma takut bakal buruk besok hari aku enggak punya sahabat brng senang sedih aku jadi ngejalanin hari makin takut	fear
terlalu semangat dapat ayang	joy
asu pjj deh enak ptm padahal	anger
pesan gambar masuk isi begini batas selesai kbt tanggal juli lebih cabut suka yudisium daftar wisuda auto bayar ukt mules dong nyata bukan fakultas bye	sadness
semangat dhii rest well	joy
sumpah yaa instagram tuh kadang resee suka enggak kasih notiff	anger
selamat pagi matahari kamu beri bahagia luar biasa terima kasih jadi orang paling fenomenal alam semesta aku sangat cinta	love
mon maap bukan mau jadi party pooper cuman fakultas disebrang jalan rektorat banyak nafas hti tulung ciduk dulu bu tengs	sadness
lebih nyaman kalo aku enggak suka end then suka aku sih jadi lebih rasa cinta bgtt	love
wowkowkwowkwowow bjimsroott saja ngery apa kabar gue takut nih wkkwk	fear
ah lu tolol malas baca	anger
wooshik apa enggak takut trending kira	fear
gataugue benci banget	anger
beneerr enggak erti malu	fear
hamdulilah sih fifa nyata adil wkwkwkwk sok happy finally song will be played at the stadium too yipiiee	joy
cerah banget	joy
yuk istirahat lebih cepat moga besok dapat kabar baik	joy
no no no jangan begitu dongss tiap orang punya pesona masing mungkin kamu anggap diri tydack cantik orang mengganggap kamu cantik sudut perspektif cantik enggak mesti luar uwu	joy
lapor mana min uang transfer potong juta balik atm aja uang buat tambah biaya obat no lapor	anger
orang ajaib sihtadi bisa becandaan receh begitu sama gue nyeletuk omong apa begitu te- tautau ngakak kaget neng	joy
rasa aib banget gue takut stigma orangorang mandang gue orgil takut padahal sekarang banyak banget speak up mental illnessnya masing makanya gue gedek sama orangorang ngaku punya mental illness modal self diagnose sedih banget gue lihat	fear
alas suka banget sama karya kak kadang bikin aku salting sendiri ngena banget meski aku enggak punya ayang kakak	love
jujur gue panik bikin ingat rasa sakit kayak apa lama minggu	fear
but today presentasi geo malu banget legaaaa wkwkwk	joy
pagi ji gue happy dapat kabar baik lo jiakhirnya kamu balik rumah jga senang deh jaga sehat jii jangan sakit lgi entar aku sedih yuk main ji	joy
orang nih semua deh lama nak borak kau tak fun kata orang kalau tak dengar kau buat lawak bodoh satu hari dulu lah jepp haha kitorang dengar kau tengah on satu projek big project semua cakap pasal kau jo takde la benda takde pape	anger
anjir jun malu banget te- apa habis	fear
gue takut	fear
pagi makan begini padahal baru beres sikat gigi perut jadi kembung minum air hampr ml kalo ingat - ingat kemarin enggak makin berat samsek pagi makin roti diskul makin kue sama puding pulsek enggak cuma tidur stres banget uras emosi tidur kayak tidak tidur	anger
cinta alas senyum pagi	love
wah enggak ikut hari belakang sibuk layan umat hindu bagus hindu agama enggak usah bawa politik umat pribadi boleh saja main politik	fear
hormat angin semangat everybody akan selesai waktu	joy
aku deg deg guys takut bahasa inggris ku belepotan	fear
gue mau cerita kalo bisa akrab sama susin cuma bulan saja kerja kayak akrab bgt kayak teman sekolah aja gue tahu bagaimana kpribadian susin sbnernya sih kalo gue perhtiin ngeri kalo ajak ngobrol	fear
bberapa tahun kemudian sejahtera keluarga makmak teus tingkat sampai suami dpet pangkat tinggi kurang paham pangkat tni pokok hidup bekecukupan	joy
mjb kak coba dengar lagu mellow sedih begitu	sadness
lah bego all of us are dead kali gwinam	anger
enak banget buat aku suka klepon te- cinta mati sama eskrim	love
ahay bocah tengil tolol cuma pintar foya ngabisin hasil waris mumpung banyak waris te-in saja halunya	anger
awal pagi pikir jernih positif raih mimpi selamat hari senin	joy
cinta adalah ketika kamu rasa seperti kamu bisa bicara hati kata-kata tak mampu ungkap asa hati berdetak hati merah	love
gerombol jilat tidak tau malu	anger
aku tau depan mungkin akan badai besar bhkan bisa lenyap apa saja seperti ku yakin salama yaitu ketidakmungkinan selalu aku moga	sadness
takut banget loch	fear
dong marah nya	fear
gue lihat bilang lo ngarepin apa fandom kayak anjir banget lo kalo sekira lo enggak nyaman satu fandom lo cuma suka sama salah satu membernya deh enggak usah aku bagi fandomnya	anger
kayak habis mata ha- dimandiin pakai abu biar suci habis lihat adegan tidak senonoh mcd tidak adalah adegan orang saling bermesrahan depan mata huhuuu	fear
gemas kalau lihat kamu malu malu mau pin hari	joy
aamiin semangat	joy
rakit rakit jangan lupa bahagia	joy
awak sih jadi orang slow mau omong a saja asal ale banyak makan enggak cranky berat naik bahagia masalah apa jadi kayak enggak ibuibu banget sih sekarang	joy
waktu kecil tiap ingat ikhlas selalu jawab iya pakbuk rasa ikhlas makin kesini makin sadar bahwa ikhlas berat tidak selesai hanya ucap kata iyaa	sadness
chubby baby suka banget sama episode suara mix wkwk told if i have a brother like earth no need a bf wkwk	love
takut mau nge up nya	fear
amin yuk semangat	joy
hari empat belum sarap pak seno ibu tuti bicara kalian belum ikhlas nyata raut wajah jauh ubah jika banding kemarin tertawa canda kemarin sempat hilang sama pagi	sadness
happy birthday uri jisungiee moga panjang umur sehat selalu karirnya makin sukses jauh halhal buruk keliling orangorang baik pokok jangan lupa bahagia selalu yapp  	joy
wah sekarang enggak tulis apollo pollo saja damai masa lalu tinggal mbak saja nih belum damai ah sudah haha	sadness
telor kocok butter dipanasin atas teflon pasuk telor dorong saja atas kagak usah balik jadi bawah mateng atas stengah mateng jadi shiny lembut begitu enak deh coba wkwk	joy
buah indah atas indah apabila aku bisa nikmat puncak sama auftttt	joy
lamalama sebal banget anakanak hasil keluarga bahagia - -	anger
pagi pengin nang te- bingung mikir soundtrack sedih apa bagus begitu buat nemenin gua nang eh ujung-ujungnya malah tonton ulang ending snowdrop gua akhir enggak bisa henti menang sekarang definisi sakit diri sendiri nih memang	sadness
yuk semangat ngeba	joy
wml rules done akun ika ruyanah moga jaehwan sama baejin sembuh sedih liatnyaa	sadness
semangat nge ba	joy
sepi banget busyet wkwk	joy
alhamdulillah point tiga pelan pelan rangkak naik matursuwun tetap jaga trend positif jalan panjang berangkat away hati hati jalan sarewa	joy
kalian suka tanya kapan pulang jarak hadir bisa saling kenang temu rindu haha esok rindu akan datang usai petang hilang tunggu saja dulu tak perlu tanya ini-itu kau tahu beberapa rindu tak butuh obat temu	sadness
yth dp bpip sangat berat sandang gelar pancasilais kalo usaha jadi pancasilais baru oyeeee orang bisa sebut pancasilais bila dapat laksana butir nilai pancasila benar dekat sempurna	anger
tuju lebih puas saja	joy
sahabat el john bentar bakal ngebahas logo wonderful indonesia hasil wara-wiri moscow -ia wow keren banget sahabat el john info lengkap nya sebentar stay tune	joy
semangat kata	joy
libur jakarta abis ha- balik jepang lalu manyun aku bisa re-schedule tiket nih enggak mau balik reschedule tuh bayar gpp kangen rumah kangen mama papa abang kamu sayang uang bisa tabung ambek	sadness
lah hahahaha nama villa salse hotel te- warung begitu aku bagus sih kak nyaman begitu te- naik atas biru park	joy
paling buat hari-hari selalu indah adalah kamu kamu asik anugerah sempurna indah hidup ku	love
jujur paling suka tipe acara bincang kayak gin adem tmi tebar tambah kanan nyaman banget obrol sama bapak bisa plong bicara kalau kerja numpuk padahal biasa bilang rumah sibuk u- haza	love
rumah kena umicron an takut	fear
kemudian jalan tol banyak swasta investasi jalan tol jadi perintah bisa hemat danajangan terlalu picik otak rakyat tidak terlalu masala tol bayar ingin r	anger
kaum oposisi tidak bikin geger-an media termsk medsos ketika rupiah kuat musim ribut-nya khusus waktu jadi lemah saja salah semua presiden	anger
jadi ikut sedih anjir	sadness
rasa macam terlalu bodoh law ni nk ambil course lah bodo keje grab je lah	anger
dapat kabar keluarga madiun gajasdi mudik bekas tiket beli ha- sekian bulan batal and me gapunyaa tiket mudik madiunnn hehhehee	sadness
kabar akhir sih timi enggak berani pulang tidur serambi masjid trauma diri campa sang milik	fear
apa gue takut sama ntu hewan trauma pernah gigit gue habis rumah sakit gegara racun padahal gigit sama kecil anak begitu buset deh gue langsung pusing lemes jadi sekarang kalau lihat hewan langsu	fear
takut tenggelam laut luka	fear
bau busuk banget sumpah enggak tau kucing gue nih punya dendam apa sama gue pokok tiap kentut dekat soksok manja asli kentutt	anger
satu sisi kalo memang proses kemarin gue gagal gue gapapa banget minum obat penting kelar please banget gue benci banget situasi mana gue cuman keep rasa sakit sendiri gue susah mana benci banget	anger
bilang kamis hadap temanteman kerja tadi pagi pas apel tegang jadi akak garagara ngengeblengan orang pegawai mau mimpin yelyel ajak intermezo dulu padahal malu lho	sadness
momen mana kamu lihat pasang mata penuh kasih rasa untung milik hidup pria dan wanita bergandengan hati merah	love
akak anjir takut banget wkwkkwkw	fear
sekian banyak komentar army sih stan notice sih memang bener berapa baik manusia tetap saja enggak suka tae jangan khawatir banyak army sayang tae ilysm we love you taehyung	love
ingat kalian gabung twitter ingat entah sekarang pertama rame sekali twitter hampa gt tl sepe banget hufthkek hati gt eaaaaa hahahaha	sadness
nenek sama mak ku nih kalo orang omong kadang suka ikut njawab heran banget	anger
lama pakai kulit wajah asa lebih lembap fresh hidrasi finishnya bikin muka jadi glowing overall aku suka sama dua produk tidak beri efek negatif kulit aku kasih rating dua produk yaitu	love
hati bakar marah sulit jelas	anger
sini bahagia nanti	joy
album sih soal suka banget sama deg annya pas unboxing aku tipe anak koleksi album	love
sini obat sama antri dokter saja kayak mau antri sembako panjang bener	anger
hadeh satu cewek pikir jahat jari jari jahat nikmat heh mbak memang nyanyi dangdut auto lonte lonte bisa kena sexual harassment mbaaaak	anger
lupa banget cara nang kadang biar menang gue pancing pakai tonton film sedih tetap saja susah bagaimana takut sistem air mata enggak reproduksi	sadness
beberapa kali coba hanya luka orang tidak libat te- ulang lebih baik mungkin move on sendiri dulu jangan libat orang hanya akan tambah luka baru orang	sadness
sch sedih banget mingdep ptm huhu mnaa aku skola tuh enggak punya teman dekett gituu apalagi kloo begini hh sedihnyah ads join komunitas mahasiswa schcampus telegram discord	sadness
baru tonton bulgasal episod joon tusuk wooseok kesel lebih pengin menang liat sedih huhu	sadness
citra besar kampus ketika mau akreditasi semua ruang rapi enggak jadi malah hilang	sadness
enggak bakal kecewa deh kalo punya samsung gitu battery nya gede banget gaes mah pas buat kalian suka ngegame parah	love
semangat ych hari	joy
enak banget bangsat bisa bisa nya bilang flop	anger
pray for bla bla bla save bla bla bla emmm doa benar ga apa cuma pansol taek soksokan iba apa ditanyain masalah lu iba saja kga tau ooo biar lu bilang orang paling care dunia gitu hmm kalo dunia maya taek	anger
madam sedih kata	sadness
jatuh cinta sama au bxb wkwk te- teman gue barubaru suka bangtn yaudah gue ajak saja terjun dunia per-au-an tks wkwk doi suka dong wkwk telah tks gue mulai ynmn te- nmjn te- pernah baca hsk kali jn seru banget wkwk	love
jebak kacung muhrsimam besar umat muslimtokoh agamaprabowo mlkukan konsultasi keagamaanapanya turun kelaskelas bulu apa kelas bantamalkafirun jelas tidak pahamaplg politis kelas ecekmodalnya fitnah makinyinyircuma	anger
lama perintah suami tidak langgar syariat hormat enggak tolol makanya islam buat orang mau berfikir	anger
temanteman dekat aku tau banget aku suka jawab bebas kalo tanya mau apa jadi langsung senin saja apa xixi love lu all	love
jika ingat diri hati plong begitu ku akan tahan diri rasa kau adalah sejati penuh cinta	love
buat aku suka analisis sikap perilaku orang mudah ilfeel bila tak sesuai nilai suka lupa kalo diri enggak lebih baik sikap orang aku ilfeel-in	sadness
enggak perlu banyak berandai-andai hidup dunia real enggak seperti film radit and jani guna pola pikir logis saja sekarang sih	anger
ketika rasa marah buat rasa seperti kamu bisa ubah ada amuk tabrak wajah sangat marah	anger
muak atas tidak pasti hukum rezim hukum beri keadilaan pasti bukan ketidakpastian	anger
takut ujan	fear
kalo enggak bisa terima aja malah ngomel enggak jelas te- ngumpul depan batas gitu bikin macet manusia asli bikin ribet emaknya anak muda sama bapak selow langsung terima informasi baik enggak treak gajelas kaya pasar asli tadi	anger
aku rasa seperti intai lemari ketika aku buka pintu	fear
momen mana kamu rasa seperti kamu jebak lingkar sedih tak kunjung akhir tanda panah berlawanan arah jarum jam wajah menangis	sadness
aku rasa tidak tanggap akun kait aku putus report feed sebut pihak instagram well hari feed aku report hapus pihak ig im happy because instagram concern about copyright issue	joy
iya benar kak waktu tahun skip minum obat ikut saran keluarga obat alternatif dukun makanya malah tambah parah pas balik rs jiwa obat baru tahu kalau kena skizo	sadness
aaasenang banget baru bangun dapat kabar baik	joy
pp boleh minta kritik saran worth enggak kalau jadi ready stock takut malah flop gitu tia	fear
lihat boneka sus saja ampun lah malah diajakin tonton film horror boneka sabrina	fear
nama asa enggak bisa dibohongin biasa bikin jatuh cinta bikin nyaman orang beda cewek sama cowok misal selamat sore jangan lupa minum minum yakult tiap hari	joy
gue jengkel sama teman teman kelompok gue	anger
opini lu jelek bro tutup keburu agama lu benar poligami hindar zina tolol palkon banyak bacot agama begini	anger
nama orang sirik dengki begitu deh sekarang mah hidup cuma bisa harap tuhan yesus kasihan sama gue saja krn hidup saja singkat ginigw enggak jahat sama orgmalah orangorang jahat sama gue masa cuma pengin pindah kanada saja bilang khayal tinggi omg very confused me	anger
gue suka kaget luka cakar kucing sendiri cuma kadang gue enggak ingat te- pas elus kaki luka lintang nyata cakar kucing pagi mana gede banget anjir fix kucing paling gede	fear
